,id,_label,name,code,lineNumber,controlStructureType,ALPHA,node_label,node_content
21,36_23,CALL,<operator>.assignment,edx = 0,36_____3.0,,DELETE,CALL_3.0: edx = 0,assignment 
22,36_24,IDENTIFIER,edx,edx,36_____3.0,,DELETE,IDENTIFIER_3.0: edx,variable edx 
23,36_25,LITERAL,,0,36_____3.0,,DELETE,LITERAL_3.0: 0,literal  
24,36_26,CALL,<operator>.assignment,"x86_cpu_def->name = ""host""",36_____5.0,,DELETE,"CALL_5.0: x86_cpu_def->name = ""host""",assignment 
25,36_27,CALL,<operator>.indirectFieldAccess,x86_cpu_def->name,36_____5.0,,DELETE,CALL_5.0: x86_cpu_def->name,indirectFieldAccess 
26,36_28,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____5.0,,DELETE,IDENTIFIER_5.0: x86_cpu_def,variable x86_cpu_def 
27,36_29,FIELD_IDENTIFIER,,name,36_____5.0,,DELETE,FIELD_IDENTIFIER_5.0: name,variable  
28,36_30,LITERAL,,"""host""",36_____5.0,,DELETE,"LITERAL_5.0: ""host""",literal  
29,36_31,CALL,host_cpuid,"host_cpuid(0x0, 0, &eax, &ebx, &ecx, &edx)",36_____6.0,,DELETE,"CALL_6.0: host_cpuid(0x0, 0, &eax, &ebx, &ecx, &edx)",funcCall host_cpuid 
30,36_32,LITERAL,,0x0,36_____6.0,,DELETE,LITERAL_6.0: 0x0,literal  
31,36_33,LITERAL,,0,36_____6.0,,DELETE,LITERAL_6.0: 0,literal  
32,36_34,CALL,<operator>.addressOf,&eax,36_____6.0,,DELETE,CALL_6.0: &eax,addressOf 
33,36_35,IDENTIFIER,eax,eax,36_____6.0,,DELETE,IDENTIFIER_6.0: eax,variable eax 
34,36_36,CALL,<operator>.addressOf,&ebx,36_____6.0,,DELETE,CALL_6.0: &ebx,addressOf 
35,36_37,IDENTIFIER,ebx,ebx,36_____6.0,,DELETE,IDENTIFIER_6.0: ebx,variable ebx 
36,36_38,CALL,<operator>.addressOf,&ecx,36_____6.0,,DELETE,CALL_6.0: &ecx,addressOf 
37,36_39,IDENTIFIER,ecx,ecx,36_____6.0,,DELETE,IDENTIFIER_6.0: ecx,variable ecx 
38,36_40,CALL,<operator>.addressOf,&edx,36_____6.0,,DELETE,CALL_6.0: &edx,addressOf 
39,36_41,IDENTIFIER,edx,edx,36_____6.0,,DELETE,IDENTIFIER_6.0: edx,variable edx 
40,36_42,CALL,<operator>.assignment,x86_cpu_def->level = eax,36_____7.0,,DELETE,CALL_7.0: x86_cpu_def->level = eax,assignment 
41,36_43,CALL,<operator>.indirectFieldAccess,x86_cpu_def->level,36_____7.0,,DELETE,CALL_7.0: x86_cpu_def->level,indirectFieldAccess 
42,36_44,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____7.0,,DELETE,IDENTIFIER_7.0: x86_cpu_def,variable x86_cpu_def 
43,36_45,FIELD_IDENTIFIER,,level,36_____7.0,,DELETE,FIELD_IDENTIFIER_7.0: level,variable  
44,36_46,IDENTIFIER,eax,eax,36_____7.0,,DELETE,IDENTIFIER_7.0: eax,variable eax 
45,36_47,CALL,<operator>.assignment,x86_cpu_def->vendor1 = ebx,36_____8.0,,DELETE,CALL_8.0: x86_cpu_def->vendor1 = ebx,assignment 
46,36_48,CALL,<operator>.indirectFieldAccess,x86_cpu_def->vendor1,36_____8.0,,DELETE,CALL_8.0: x86_cpu_def->vendor1,indirectFieldAccess 
47,36_49,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____8.0,,DELETE,IDENTIFIER_8.0: x86_cpu_def,variable x86_cpu_def 
48,36_50,FIELD_IDENTIFIER,,vendor1,36_____8.0,,DELETE,FIELD_IDENTIFIER_8.0: vendor1,variable  
49,36_51,IDENTIFIER,ebx,ebx,36_____8.0,,DELETE,IDENTIFIER_8.0: ebx,variable ebx 
50,36_52,CALL,<operator>.assignment,x86_cpu_def->vendor2 = edx,36_____9.0,,DELETE,CALL_9.0: x86_cpu_def->vendor2 = edx,assignment 
51,36_53,CALL,<operator>.indirectFieldAccess,x86_cpu_def->vendor2,36_____9.0,,DELETE,CALL_9.0: x86_cpu_def->vendor2,indirectFieldAccess 
52,36_54,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____9.0,,DELETE,IDENTIFIER_9.0: x86_cpu_def,variable x86_cpu_def 
53,36_55,FIELD_IDENTIFIER,,vendor2,36_____9.0,,DELETE,FIELD_IDENTIFIER_9.0: vendor2,variable  
54,36_56,IDENTIFIER,edx,edx,36_____9.0,,DELETE,IDENTIFIER_9.0: edx,variable edx 
55,36_57,CALL,<operator>.assignment,x86_cpu_def->vendor3 = ecx,36_____10.0,,DELETE,CALL_10.0: x86_cpu_def->vendor3 = ecx,assignment 
56,36_58,CALL,<operator>.indirectFieldAccess,x86_cpu_def->vendor3,36_____10.0,,DELETE,CALL_10.0: x86_cpu_def->vendor3,indirectFieldAccess 
57,36_59,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____10.0,,DELETE,IDENTIFIER_10.0: x86_cpu_def,variable x86_cpu_def 
58,36_60,FIELD_IDENTIFIER,,vendor3,36_____10.0,,DELETE,FIELD_IDENTIFIER_10.0: vendor3,variable  
59,36_61,IDENTIFIER,ecx,ecx,36_____10.0,,DELETE,IDENTIFIER_10.0: ecx,variable ecx 
60,36_62,CALL,host_cpuid,"host_cpuid(0x1, 0, &eax, &ebx, &ecx, &edx)",36_____12.0,,DELETE,"CALL_12.0: host_cpuid(0x1, 0, &eax, &ebx, &ecx, &edx)",funcCall host_cpuid 
61,36_63,LITERAL,,0x1,36_____12.0,,DELETE,LITERAL_12.0: 0x1,literal  
62,36_64,LITERAL,,0,36_____12.0,,DELETE,LITERAL_12.0: 0,literal  
63,36_65,CALL,<operator>.addressOf,&eax,36_____12.0,,DELETE,CALL_12.0: &eax,addressOf 
64,36_66,IDENTIFIER,eax,eax,36_____12.0,,DELETE,IDENTIFIER_12.0: eax,variable eax 
65,36_67,CALL,<operator>.addressOf,&ebx,36_____12.0,,DELETE,CALL_12.0: &ebx,addressOf 
66,36_68,IDENTIFIER,ebx,ebx,36_____12.0,,DELETE,IDENTIFIER_12.0: ebx,variable ebx 
67,36_69,CALL,<operator>.addressOf,&ecx,36_____12.0,,DELETE,CALL_12.0: &ecx,addressOf 
68,36_70,IDENTIFIER,ecx,ecx,36_____12.0,,DELETE,IDENTIFIER_12.0: ecx,variable ecx 
69,36_71,CALL,<operator>.addressOf,&edx,36_____12.0,,DELETE,CALL_12.0: &edx,addressOf 
70,36_72,IDENTIFIER,edx,edx,36_____12.0,,DELETE,IDENTIFIER_12.0: edx,variable edx 
71,36_73,CALL,<operator>.assignment,x86_cpu_def->family = ((eax >> 8) & 0x0F) + ((eax >> 20) & 0xFF),36_____13.0,,DELETE,CALL_13.0: x86_cpu_def->family = ((eax >> 8) & 0x0F) + ((eax >> 20) & 0xFF),assignment 
72,36_74,CALL,<operator>.indirectFieldAccess,x86_cpu_def->family,36_____13.0,,DELETE,CALL_13.0: x86_cpu_def->family,indirectFieldAccess 
73,36_75,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____13.0,,DELETE,IDENTIFIER_13.0: x86_cpu_def,variable x86_cpu_def 
74,36_76,FIELD_IDENTIFIER,,family,36_____13.0,,DELETE,FIELD_IDENTIFIER_13.0: family,variable  
75,36_77,CALL,<operator>.addition,((eax >> 8) & 0x0F) + ((eax >> 20) & 0xFF),36_____13.0,,DELETE,CALL_13.0: ((eax >> 8) & 0x0F) + ((eax >> 20) & 0xFF),addition 
76,36_78,CALL,<operator>.and,(eax >> 8) & 0x0F,36_____13.0,,DELETE,CALL_13.0: (eax >> 8) & 0x0F,and 
77,36_79,CALL,<operator>.arithmeticShiftRight,eax >> 8,36_____13.0,,DELETE,CALL_13.0: eax >> 8,arithmeticShiftRight 
78,36_80,IDENTIFIER,eax,eax,36_____13.0,,DELETE,IDENTIFIER_13.0: eax,variable eax 
79,36_81,LITERAL,,8,36_____13.0,,DELETE,LITERAL_13.0: 8,literal  
80,36_82,LITERAL,,0x0F,36_____13.0,,DELETE,LITERAL_13.0: 0x0F,literal  
81,36_83,CALL,<operator>.and,(eax >> 20) & 0xFF,36_____13.0,,DELETE,CALL_13.0: (eax >> 20) & 0xFF,and 
82,36_84,CALL,<operator>.arithmeticShiftRight,eax >> 20,36_____13.0,,DELETE,CALL_13.0: eax >> 20,arithmeticShiftRight 
83,36_85,IDENTIFIER,eax,eax,36_____13.0,,DELETE,IDENTIFIER_13.0: eax,variable eax 
84,36_86,LITERAL,,20,36_____13.0,,DELETE,LITERAL_13.0: 20,literal  
85,36_87,LITERAL,,0xFF,36_____13.0,,DELETE,LITERAL_13.0: 0xFF,literal  
86,36_88,CALL,<operator>.assignment,x86_cpu_def->model = ((eax >> 4) & 0x0F) | ((eax & 0xF0000) >> 12),36_____14.0,,DELETE,CALL_14.0: x86_cpu_def->model = ((eax >> 4) & 0x0F) | ((eax & 0xF0000) >> 12),assignment 
87,36_89,CALL,<operator>.indirectFieldAccess,x86_cpu_def->model,36_____14.0,,DELETE,CALL_14.0: x86_cpu_def->model,indirectFieldAccess 
88,36_90,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____14.0,,DELETE,IDENTIFIER_14.0: x86_cpu_def,variable x86_cpu_def 
89,36_91,FIELD_IDENTIFIER,,model,36_____14.0,,DELETE,FIELD_IDENTIFIER_14.0: model,variable  
90,36_92,CALL,<operator>.or,((eax >> 4) & 0x0F) | ((eax & 0xF0000) >> 12),36_____14.0,,DELETE,CALL_14.0: ((eax >> 4) & 0x0F) | ((eax & 0xF0000) >> 12),or 
91,36_93,CALL,<operator>.and,(eax >> 4) & 0x0F,36_____14.0,,DELETE,CALL_14.0: (eax >> 4) & 0x0F,and 
92,36_94,CALL,<operator>.arithmeticShiftRight,eax >> 4,36_____14.0,,DELETE,CALL_14.0: eax >> 4,arithmeticShiftRight 
93,36_95,IDENTIFIER,eax,eax,36_____14.0,,DELETE,IDENTIFIER_14.0: eax,variable eax 
94,36_96,LITERAL,,4,36_____14.0,,DELETE,LITERAL_14.0: 4,literal  
95,36_97,LITERAL,,0x0F,36_____14.0,,DELETE,LITERAL_14.0: 0x0F,literal  
96,36_98,CALL,<operator>.arithmeticShiftRight,(eax & 0xF0000) >> 12,36_____14.0,,DELETE,CALL_14.0: (eax & 0xF0000) >> 12,arithmeticShiftRight 
97,36_99,CALL,<operator>.and,eax & 0xF0000,36_____14.0,,DELETE,CALL_14.0: eax & 0xF0000,and 
98,36_100,IDENTIFIER,eax,eax,36_____14.0,,DELETE,IDENTIFIER_14.0: eax,variable eax 
99,36_101,LITERAL,,0xF0000,36_____14.0,,DELETE,LITERAL_14.0: 0xF0000,literal  
100,36_102,LITERAL,,12,36_____14.0,,DELETE,LITERAL_14.0: 12,literal  
101,36_103,CALL,<operator>.assignment,x86_cpu_def->stepping = eax & 0x0F,36_____15.0,,DELETE,CALL_15.0: x86_cpu_def->stepping = eax & 0x0F,assignment 
102,36_104,CALL,<operator>.indirectFieldAccess,x86_cpu_def->stepping,36_____15.0,,DELETE,CALL_15.0: x86_cpu_def->stepping,indirectFieldAccess 
103,36_105,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____15.0,,DELETE,IDENTIFIER_15.0: x86_cpu_def,variable x86_cpu_def 
104,36_106,FIELD_IDENTIFIER,,stepping,36_____15.0,,DELETE,FIELD_IDENTIFIER_15.0: stepping,variable  
105,36_107,CALL,<operator>.and,eax & 0x0F,36_____15.0,,DELETE,CALL_15.0: eax & 0x0F,and 
106,36_108,IDENTIFIER,eax,eax,36_____15.0,,DELETE,IDENTIFIER_15.0: eax,variable eax 
107,36_109,LITERAL,,0x0F,36_____15.0,,DELETE,LITERAL_15.0: 0x0F,literal  
108,36_110,CALL,<operator>.assignment,x86_cpu_def->ext_features = ecx,36_____16.0,,DELETE,CALL_16.0: x86_cpu_def->ext_features = ecx,assignment 
109,36_111,CALL,<operator>.indirectFieldAccess,x86_cpu_def->ext_features,36_____16.0,,DELETE,CALL_16.0: x86_cpu_def->ext_features,indirectFieldAccess 
110,36_112,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____16.0,,DELETE,IDENTIFIER_16.0: x86_cpu_def,variable x86_cpu_def 
111,36_113,FIELD_IDENTIFIER,,ext_features,36_____16.0,,DELETE,FIELD_IDENTIFIER_16.0: ext_features,variable  
112,36_114,IDENTIFIER,ecx,ecx,36_____16.0,,DELETE,IDENTIFIER_16.0: ecx,variable ecx 
113,36_115,CALL,<operator>.assignment,x86_cpu_def->features = edx,36_____17.0,,DELETE,CALL_17.0: x86_cpu_def->features = edx,assignment 
114,36_116,CALL,<operator>.indirectFieldAccess,x86_cpu_def->features,36_____17.0,,DELETE,CALL_17.0: x86_cpu_def->features,indirectFieldAccess 
115,36_117,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____17.0,,DELETE,IDENTIFIER_17.0: x86_cpu_def,variable x86_cpu_def 
116,36_118,FIELD_IDENTIFIER,,features,36_____17.0,,DELETE,FIELD_IDENTIFIER_17.0: features,variable  
117,36_119,IDENTIFIER,edx,edx,36_____17.0,,DELETE,IDENTIFIER_17.0: edx,variable edx 
118,36_120,CALL,host_cpuid,"host_cpuid(0x80000000, 0, &eax, &ebx, &ecx, &edx)",36_____19.0,,DELETE,"CALL_19.0: host_cpuid(0x80000000, 0, &eax, &ebx, &ecx, &edx)",funcCall host_cpuid 
119,36_121,LITERAL,,0x80000000,36_____19.0,,DELETE,LITERAL_19.0: 0x80000000,literal  
120,36_122,LITERAL,,0,36_____19.0,,DELETE,LITERAL_19.0: 0,literal  
121,36_123,CALL,<operator>.addressOf,&eax,36_____19.0,,DELETE,CALL_19.0: &eax,addressOf 
122,36_124,IDENTIFIER,eax,eax,36_____19.0,,DELETE,IDENTIFIER_19.0: eax,variable eax 
123,36_125,CALL,<operator>.addressOf,&ebx,36_____19.0,,DELETE,CALL_19.0: &ebx,addressOf 
124,36_126,IDENTIFIER,ebx,ebx,36_____19.0,,DELETE,IDENTIFIER_19.0: ebx,variable ebx 
125,36_127,CALL,<operator>.addressOf,&ecx,36_____19.0,,DELETE,CALL_19.0: &ecx,addressOf 
126,36_128,IDENTIFIER,ecx,ecx,36_____19.0,,DELETE,IDENTIFIER_19.0: ecx,variable ecx 
127,36_129,CALL,<operator>.addressOf,&edx,36_____19.0,,DELETE,CALL_19.0: &edx,addressOf 
128,36_130,IDENTIFIER,edx,edx,36_____19.0,,DELETE,IDENTIFIER_19.0: edx,variable edx 
129,36_131,CALL,<operator>.assignment,x86_cpu_def->xlevel = eax,36_____20.0,,DELETE,CALL_20.0: x86_cpu_def->xlevel = eax,assignment 
130,36_132,CALL,<operator>.indirectFieldAccess,x86_cpu_def->xlevel,36_____20.0,,DELETE,CALL_20.0: x86_cpu_def->xlevel,indirectFieldAccess 
131,36_133,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____20.0,,DELETE,IDENTIFIER_20.0: x86_cpu_def,variable x86_cpu_def 
132,36_134,FIELD_IDENTIFIER,,xlevel,36_____20.0,,DELETE,FIELD_IDENTIFIER_20.0: xlevel,variable  
133,36_135,IDENTIFIER,eax,eax,36_____20.0,,DELETE,IDENTIFIER_20.0: eax,variable eax 
134,36_136,CALL,host_cpuid,"host_cpuid(0x80000001, 0, &eax, &ebx, &ecx, &edx)",36_____22.0,,DELETE,"CALL_22.0: host_cpuid(0x80000001, 0, &eax, &ebx, &ecx, &edx)",funcCall host_cpuid 
135,36_137,LITERAL,,0x80000001,36_____22.0,,DELETE,LITERAL_22.0: 0x80000001,literal  
136,36_138,LITERAL,,0,36_____22.0,,DELETE,LITERAL_22.0: 0,literal  
137,36_139,CALL,<operator>.addressOf,&eax,36_____22.0,,DELETE,CALL_22.0: &eax,addressOf 
138,36_140,IDENTIFIER,eax,eax,36_____22.0,,DELETE,IDENTIFIER_22.0: eax,variable eax 
139,36_141,CALL,<operator>.addressOf,&ebx,36_____22.0,,DELETE,CALL_22.0: &ebx,addressOf 
140,36_142,IDENTIFIER,ebx,ebx,36_____22.0,,DELETE,IDENTIFIER_22.0: ebx,variable ebx 
141,36_143,CALL,<operator>.addressOf,&ecx,36_____22.0,,DELETE,CALL_22.0: &ecx,addressOf 
142,36_144,IDENTIFIER,ecx,ecx,36_____22.0,,DELETE,IDENTIFIER_22.0: ecx,variable ecx 
143,36_145,CALL,<operator>.addressOf,&edx,36_____22.0,,DELETE,CALL_22.0: &edx,addressOf 
144,36_146,IDENTIFIER,edx,edx,36_____22.0,,DELETE,IDENTIFIER_22.0: edx,variable edx 
145,36_147,CALL,<operator>.assignment,x86_cpu_def->ext2_features = edx,36_____23.0,,DELETE,CALL_23.0: x86_cpu_def->ext2_features = edx,assignment 
146,36_148,CALL,<operator>.indirectFieldAccess,x86_cpu_def->ext2_features,36_____23.0,,DELETE,CALL_23.0: x86_cpu_def->ext2_features,indirectFieldAccess 
147,36_149,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____23.0,,DELETE,IDENTIFIER_23.0: x86_cpu_def,variable x86_cpu_def 
148,36_150,FIELD_IDENTIFIER,,ext2_features,36_____23.0,,DELETE,FIELD_IDENTIFIER_23.0: ext2_features,variable  
149,36_151,IDENTIFIER,edx,edx,36_____23.0,,DELETE,IDENTIFIER_23.0: edx,variable edx 
150,36_152,CALL,<operator>.assignment,x86_cpu_def->ext3_features = ecx,36_____24.0,,DELETE,CALL_24.0: x86_cpu_def->ext3_features = ecx,assignment 
151,36_153,CALL,<operator>.indirectFieldAccess,x86_cpu_def->ext3_features,36_____24.0,,DELETE,CALL_24.0: x86_cpu_def->ext3_features,indirectFieldAccess 
152,36_154,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____24.0,,DELETE,IDENTIFIER_24.0: x86_cpu_def,variable x86_cpu_def 
153,36_155,FIELD_IDENTIFIER,,ext3_features,36_____24.0,,DELETE,FIELD_IDENTIFIER_24.0: ext3_features,variable  
154,36_156,IDENTIFIER,ecx,ecx,36_____24.0,,DELETE,IDENTIFIER_24.0: ecx,variable ecx 
155,36_157,CALL,cpu_x86_fill_model_id,cpu_x86_fill_model_id(x86_cpu_def->model_id),36_____25.0,,DELETE,CALL_25.0: cpu_x86_fill_model_id(x86_cpu_def->model_id),funcCall cpu_x86_fill_model_id 
156,36_158,CALL,<operator>.indirectFieldAccess,x86_cpu_def->model_id,36_____25.0,,DELETE,CALL_25.0: x86_cpu_def->model_id,indirectFieldAccess 
157,36_159,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____25.0,,DELETE,IDENTIFIER_25.0: x86_cpu_def,variable x86_cpu_def 
158,36_160,FIELD_IDENTIFIER,,model_id,36_____25.0,,DELETE,FIELD_IDENTIFIER_25.0: model_id,variable  
159,36_161,CALL,<operator>.assignment,x86_cpu_def->vendor_override = 0,36_____26.0,,DELETE,CALL_26.0: x86_cpu_def->vendor_override = 0,assignment 
160,36_162,CALL,<operator>.indirectFieldAccess,x86_cpu_def->vendor_override,36_____26.0,,DELETE,CALL_26.0: x86_cpu_def->vendor_override,indirectFieldAccess 
161,36_163,IDENTIFIER,x86_cpu_def,x86_cpu_def,36_____26.0,,DELETE,IDENTIFIER_26.0: x86_cpu_def,variable x86_cpu_def 
162,36_164,FIELD_IDENTIFIER,,vendor_override,36_____26.0,,DELETE,FIELD_IDENTIFIER_26.0: vendor_override,variable  
163,36_165,LITERAL,,0,36_____26.0,,DELETE,LITERAL_26.0: 0,literal  
164,36_166,RETURN,,return 0;,36_____28.0,,DELETE,RETURN_28.0: return 0;,return return 0  
165,36_167,LITERAL,,0,36_____28.0,,DELETE,LITERAL_28.0: 0,literal  
166,36_168,METHOD_RETURN,,int,36_____1.0,,DELETE,METHOD_RETURN_1.0: int,return int 
229,36_234,METHOD_PARAMETER_OUT,x86_cpu_def,x86_def_t *x86_cpu_def,36_____1.0,,DELETE,METHOD_PARAMETER_OUT_1.0: x86_def_t *x86_cpu_def,variable x86_cpu_def 
2,37_4,TYPE_DECL,<global>,<global>,37_____1.0,,DELETE,TYPE_DECL_1.0: <global>,type <global> 
3,37_5,METHOD,<global>,<global>,37_____1.0,,DELETE,METHOD_1.0: <global>,
5,37_7,METHOD,unavailable_host_feature,"int unavailable_host_feature (struct model_features_t *f,uint32_t mask)",37_____1.0,,DELETE,"METHOD_1.0: int unavailable_host_feature (struct model_features_t *f,uint32_t mask)",methodDecl unavailable_host_feature 
6,37_8,METHOD_PARAMETER_IN,f,struct model_features_t *f,37_____1.0,,DELETE,METHOD_PARAMETER_IN_1.0: struct model_features_t *f,variable f 
7,37_9,METHOD_PARAMETER_IN,mask,uint32_t mask,37_____1.0,,DELETE,METHOD_PARAMETER_IN_1.0: uint32_t mask,variable mask 
9,37_11,LOCAL,i,int i,37_____3.0,,DELETE,LOCAL_3.0: int i,variable i 
10,37_12,CONTROL_STRUCTURE,,for (i = 0;i < 32;++i),37_____5.0,FOR,DELETE,CONTROL_STRUCTURE_5.0: for (i = 0;i < 32;++i),forStmt 
12,37_14,CALL,<operator>.assignment,i = 0,37_____5.0,,DELETE,CALL_5.0: i = 0,assignment 
13,37_15,IDENTIFIER,i,i,37_____5.0,,DELETE,IDENTIFIER_5.0: i,variable i 
14,37_16,LITERAL,,0,37_____5.0,,DELETE,LITERAL_5.0: 0,literal  
15,37_17,CALL,<operator>.lessThan,i < 32,37_____5.0,,DELETE,CALL_5.0: i < 32,lessThan 
16,37_18,IDENTIFIER,i,i,37_____5.0,,DELETE,IDENTIFIER_5.0: i,variable i 
17,37_19,LITERAL,,32,37_____5.0,,DELETE,LITERAL_5.0: 32,literal  
18,37_20,CALL,<operator>.preIncrement,++i,37_____5.0,,DELETE,CALL_5.0: ++i,preIncrement 
19,37_21,IDENTIFIER,i,i,37_____5.0,,DELETE,IDENTIFIER_5.0: i,variable i 
20,37_22,CONTROL_STRUCTURE,,if (1 << i & mask),37_____6.0,IF,DELETE,CONTROL_STRUCTURE_6.0: if (1 << i & mask),ifStmt 
21,37_23,CALL,<operator>.and,1 << i & mask,37_____6.0,,DELETE,CALL_6.0: 1 << i & mask,and 
22,37_24,CALL,<operator>.shiftLeft,1 << i,37_____6.0,,DELETE,CALL_6.0: 1 << i,shiftLeft 
23,37_25,LITERAL,,1,37_____6.0,,DELETE,LITERAL_6.0: 1,literal  
24,37_26,IDENTIFIER,i,i,37_____6.0,,DELETE,IDENTIFIER_6.0: i,variable i 
25,37_27,IDENTIFIER,mask,mask,37_____6.0,,DELETE,IDENTIFIER_6.0: mask,variable mask 
27,37_29,CALL,fprintf,"fprintf(stderr, ""warning: host cpuid %04x_%04x lacks requested""
                "" flag '%s' [0x%08x]\n"",
                f->cpuid >> 16, f->cpuid & 0xffff,
                f->flag_names[i] ? f->flag_names[i] : ""[reserved]"", mask)",37_____7.0,,DELETE,"CALL_7.0: fprintf(stderr, ""warning: host cpuid %04x_%04x lacks requested""
                "" flag '%s' [0x%08x]\n"",
                f->cpuid >> 16, f->cpuid & 0xffff,
                f->flag_names[i] ? f->flag_names[i] : ""[reserved]"", mask)",funcCall fprintf 
28,37_30,IDENTIFIER,stderr,stderr,37_____7.0,,DELETE,IDENTIFIER_7.0: stderr,variable stderr 
29,37_31,LITERAL,,"""warning: host cpuid %04x_%04x lacks requested""
                "" flag '%s' [0x%08x]\n""",37_____7.0,,DELETE,"LITERAL_7.0: ""warning: host cpuid %04x_%04x lacks requested""
                "" flag '%s' [0x%08x]\n""",literal  
30,37_32,CALL,<operator>.arithmeticShiftRight,f->cpuid >> 16,37_____9.0,,DELETE,CALL_9.0: f->cpuid >> 16,arithmeticShiftRight 
31,37_33,CALL,<operator>.indirectFieldAccess,f->cpuid,37_____9.0,,DELETE,CALL_9.0: f->cpuid,indirectFieldAccess 
32,37_34,IDENTIFIER,f,f,37_____9.0,,DELETE,IDENTIFIER_9.0: f,variable f 
33,37_35,FIELD_IDENTIFIER,,cpuid,37_____9.0,,DELETE,FIELD_IDENTIFIER_9.0: cpuid,variable  
34,37_36,LITERAL,,16,37_____9.0,,DELETE,LITERAL_9.0: 16,literal  
35,37_37,CALL,<operator>.and,f->cpuid & 0xffff,37_____9.0,,DELETE,CALL_9.0: f->cpuid & 0xffff,and 
36,37_38,CALL,<operator>.indirectFieldAccess,f->cpuid,37_____9.0,,DELETE,CALL_9.0: f->cpuid,indirectFieldAccess 
37,37_39,IDENTIFIER,f,f,37_____9.0,,DELETE,IDENTIFIER_9.0: f,variable f 
38,37_40,FIELD_IDENTIFIER,,cpuid,37_____9.0,,DELETE,FIELD_IDENTIFIER_9.0: cpuid,variable  
39,37_41,LITERAL,,0xffff,37_____9.0,,DELETE,LITERAL_9.0: 0xffff,literal  
40,37_42,CALL,<operator>.conditional,"f->flag_names[i] ? f->flag_names[i] : ""[reserved]""",37_____10.0,,DELETE,"CALL_10.0: f->flag_names[i] ? f->flag_names[i] : ""[reserved]""",conditional 
41,37_43,CALL,<operator>.indirectIndexAccess,f->flag_names[i],37_____10.0,,DELETE,CALL_10.0: f->flag_names[i],indirectIndexAccess 
42,37_44,CALL,<operator>.indirectFieldAccess,f->flag_names,37_____10.0,,DELETE,CALL_10.0: f->flag_names,indirectFieldAccess 
43,37_45,IDENTIFIER,f,f,37_____10.0,,DELETE,IDENTIFIER_10.0: f,variable f 
44,37_46,FIELD_IDENTIFIER,,flag_names,37_____10.0,,DELETE,FIELD_IDENTIFIER_10.0: flag_names,variable  
45,37_47,IDENTIFIER,i,i,37_____10.0,,DELETE,IDENTIFIER_10.0: i,variable i 
46,37_48,CALL,<operator>.indirectIndexAccess,f->flag_names[i],37_____10.0,,DELETE,CALL_10.0: f->flag_names[i],indirectIndexAccess 
47,37_49,CALL,<operator>.indirectFieldAccess,f->flag_names,37_____10.0,,DELETE,CALL_10.0: f->flag_names,indirectFieldAccess 
48,37_50,IDENTIFIER,f,f,37_____10.0,,DELETE,IDENTIFIER_10.0: f,variable f 
49,37_51,FIELD_IDENTIFIER,,flag_names,37_____10.0,,DELETE,FIELD_IDENTIFIER_10.0: flag_names,variable  
50,37_52,IDENTIFIER,i,i,37_____10.0,,DELETE,IDENTIFIER_10.0: i,variable i 
51,37_53,LITERAL,,"""[reserved]""",37_____10.0,,DELETE,"LITERAL_10.0: ""[reserved]""",literal  
52,37_54,IDENTIFIER,mask,mask,37_____10.0,,DELETE,IDENTIFIER_10.0: mask,variable mask 
53,37_55,CONTROL_STRUCTURE,,break;,37_____11.0,BREAK,DELETE,CONTROL_STRUCTURE_11.0: break;,CtrlStruct 
54,37_56,RETURN,,return 0;,37_____13.0,,DELETE,RETURN_13.0: return 0;,return return 0  
55,37_57,LITERAL,,0,37_____13.0,,DELETE,LITERAL_13.0: 0,literal  
56,37_58,METHOD_RETURN,,int,37_____1.0,,DELETE,METHOD_RETURN_1.0: int,return int 
128,37_133,METHOD_PARAMETER_OUT,f,struct model_features_t *f,37_____1.0,,DELETE,METHOD_PARAMETER_OUT_1.0: struct model_features_t *f,variable f 
129,37_134,METHOD_PARAMETER_OUT,mask,uint32_t mask,37_____1.0,,DELETE,METHOD_PARAMETER_OUT_1.0: uint32_t mask,variable mask 
2,38_4,TYPE_DECL,<global>,<global>,38_____1.0,,DELETE,TYPE_DECL_1.0: <global>,type <global> 
3,38_5,METHOD,<global>,<global>,38_____1.0,,DELETE,METHOD_1.0: <global>,
5,38_7,METHOD,cpu_x86_fill_model_id,int cpu_x86_fill_model_id (char *str),38_____1.0,,DELETE,METHOD_1.0: int cpu_x86_fill_model_id (char *str),methodDecl cpu_x86_fill_model_id 
6,38_8,METHOD_PARAMETER_IN,str,char *str,38_____1.0,,DELETE,METHOD_PARAMETER_IN_1.0: char *str,variable str 
